Date,Open,High,Low,Close,Adj Close,Volume
2021-06-07,3650.0,3707.949951171875,3593.60009765625,3628.5,3622.5849609375,125380
2021-06-08,3628.0,3652.39990234375,3590.0,3612.300048828125,3606.41162109375,76855
2021-06-09,3630.0,3650.0,3600.0,3601.25,3595.37939453125,76334
2021-06-10,3616.85009765625,3624.89990234375,3580.0,3594.199951171875,3588.341064453125,46926
2021-06-11,3610.550048828125,3619.89990234375,3585.10009765625,3597.35009765625,3591.48583984375,46199
2021-06-14,3585.5,3620.949951171875,3522.0,3565.050048828125,3559.238525390625,58667
2021-06-15,3589.0,3697.550048828125,3572.199951171875,3589.699951171875,3583.848388671875,104584
2021-06-16,3607.85009765625,3614.0,3555.0,3561.35009765625,3555.544677734375,44804
2021-06-17,3550.0,3609.0,3540.25,3590.449951171875,3584.59716796875,46212
2021-06-18,3570.14990234375,3595.64990234375,3460.050048828125,3528.699951171875,3522.94775390625,72029
2021-06-21,3476.89990234375,3618.0,3465.0,3552.5,3546.708984375,67195
2021-06-22,3577.14990234375,3612.0,3564.949951171875,3595.60009765625,3589.73876953125,44612
2021-06-23,3614.0,3628.39990234375,3530.0,3551.60009765625,3545.810546875,32828
2021-06-24,3572.39990234375,3583.699951171875,3522.699951171875,3542.35009765625,3536.57568359375,37155
2021-06-25,3558.800048828125,3680.0,3531.39990234375,3608.60009765625,3602.717529296875,103078
2021-06-28,3638.0,3665.0,3545.0,3606.550048828125,3600.6708984375,38798
2021-06-29,3627.89990234375,3638.39990234375,3582.0,3594.050048828125,3588.19140625,29298
2021-06-30,3600.14990234375,3647.949951171875,3580.0,3596.39990234375,3590.537353515625,51291
2021-07-01,3590.0,3824.5,3590.0,3703.5,3697.462890625,196356
2021-07-02,3740.0,3799.0,3636.10009765625,3696.0,3689.97509765625,126551
2021-07-05,3738.0,3785.25,3671.60009765625,3732.75,3726.6650390625,87941
2021-07-06,3745.0,3768.75,3685.0,3714.699951171875,3708.64453125,51916
2021-07-07,3714.0,3729.800048828125,3641.0,3653.199951171875,3647.244873046875,56359
2021-07-08,3680.0,3715.0,3636.050048828125,3664.800048828125,3658.825927734375,44362
2021-07-09,3650.0,3699.0,3626.0,3680.64990234375,3674.64990234375,33344
2021-07-12,3705.0,3798.89990234375,3690.0,3737.64990234375,3737.64990234375,130861
2021-07-13,3800.0,3894.89990234375,3760.75,3807.800048828125,3807.800048828125,199146
2021-07-14,3820.0,3875.0,3760.0,3775.75,3775.75,78269
2021-07-15,3776.0,3809.75,3750.10009765625,3764.64990234375,3764.64990234375,40042
2021-07-16,3765.050048828125,3820.0,3752.10009765625,3764.949951171875,3764.949951171875,47178
2021-07-19,3750.050048828125,3775.0,3678.0,3692.60009765625,3692.60009765625,59623
2021-07-20,3693.0,3694.199951171875,3586.050048828125,3644.89990234375,3644.89990234375,67909
2021-07-22,3674.39990234375,3930.0,3660.199951171875,3850.75,3850.75,227488
2021-07-23,3875.0,4125.0,3875.0,4024.60009765625,4024.60009765625,274857
2021-07-26,4099.75,4492.9501953125,4075.0,4407.0,4407.0,664768
2021-07-27,4470.60009765625,4749.0,4451.0,4622.64990234375,4622.64990234375,464047
2021-07-28,4649.0,4656.7998046875,4140.0,4511.35009765625,4511.35009765625,434935
2021-07-29,4528.39990234375,4601.60009765625,4270.0,4290.2998046875,4290.2998046875,146737
2021-07-30,4290.2998046875,4488.4501953125,4178.0,4386.4501953125,4386.4501953125,133905
2021-08-02,4418.4501953125,4481.85009765625,4385.0,4413.89990234375,4413.89990234375,72874
2021-08-03,4500.0,4595.0,4210.0,4277.7001953125,4277.7001953125,359230
2021-08-04,4277.0,4277.0,4178.60009765625,4206.4501953125,4206.4501953125,108095
2021-08-05,4219.89990234375,4235.0,4108.7001953125,4206.7001953125,4206.7001953125,56299
2021-08-06,4218.0,4275.0,4150.0,4259.75,4259.75,52151
2021-08-09,4280.0,4295.0,4228.0,4286.39990234375,4286.39990234375,49266
2021-08-10,4300.0,4305.0,4023.85009765625,4164.60009765625,4164.60009765625,76377
2021-08-11,4184.39990234375,4232.0,4025.0,4201.4501953125,4201.4501953125,101784
2021-08-12,4227.7998046875,4274.0,4180.0,4235.0,4235.0,44644
2021-08-13,4257.0,4295.0,4233.64990234375,4271.2001953125,4271.2001953125,38646
2021-08-16,4272.0,4287.39990234375,4210.0,4275.0,4275.0,37936
2021-08-17,4292.7001953125,4292.7001953125,4218.85009765625,4251.5498046875,4251.5498046875,33376
2021-08-18,4251.5498046875,4274.35009765625,4175.0,4194.5498046875,4194.5498046875,39735
2021-08-20,4170.0,4182.4501953125,4085.0,4098.7998046875,4098.7998046875,55411
2021-08-23,4098.0,4120.7998046875,3975.0,3996.39990234375,3996.39990234375,86635
2021-08-24,4000.0,4015.25,3905.550048828125,3956.25,3956.25,86003
2021-08-25,3965.949951171875,4005.0,3927.64990234375,3941.35009765625,3941.35009765625,84207
2021-08-26,3960.0,3985.0,3926.64990234375,3954.60009765625,3954.60009765625,139580
2021-08-27,3970.0,4258.9501953125,3965.0,4236.10009765625,4236.10009765625,291797
2021-08-30,4298.0,4436.25,4295.0,4347.25,4347.25,208173
2021-08-31,4379.0,4379.0,4229.89990234375,4277.14990234375,4277.14990234375,146119
2021-09-01,4290.0,4297.0,4175.4501953125,4202.7998046875,4202.7998046875,132596
2021-09-02,4210.0,4210.0498046875,4106.39990234375,4123.2001953125,4123.2001953125,170461
2021-09-03,4100.0,4198.89990234375,4075.0,4131.64990234375,4131.64990234375,174032
2021-09-06,4160.0,4160.0,4081.0,4091.35009765625,4091.35009765625,102979
2021-09-07,4117.0,4134.0,4045.64990234375,4063.60009765625,4063.60009765625,111929
2021-09-08,4090.0,4090.0,4011.699951171875,4022.0,4022.0,141635
2021-09-09,4015.0,4175.0,4015.0,4140.5498046875,4140.5498046875,226626
2021-09-13,4167.60009765625,4170.0,4111.2001953125,4123.85009765625,4123.85009765625,160927
2021-09-14,4150.0,4185.0,4080.0,4093.0,4093.0,165657
2021-09-15,4125.0,4165.0,4084.949951171875,4091.949951171875,4091.949951171875,157292
2021-09-16,4109.85009765625,4115.0,4035.449951171875,4048.60009765625,4048.60009765625,137395
2021-09-17,4080.0,4080.0,3878.050048828125,3953.60009765625,3953.60009765625,620483
2021-09-20,3865.0,3898.699951171875,3710.0,3777.800048828125,3777.800048828125,287607
2021-09-21,3723.75,3994.0,3650.0,3971.0,3971.0,313716
2021-09-22,3972.25,3972.25,3852.64990234375,3903.25,3903.25,91186
2021-09-23,3922.10009765625,3960.0,3871.699951171875,3918.75,3918.75,75475
2021-09-24,3930.0,3952.0,3900.75,3937.300048828125,3937.300048828125,61601
2021-09-27,3948.0,3948.0,3840.0,3873.699951171875,3873.699951171875,58644
2021-09-28,3834.0,3864.89990234375,3788.14990234375,3826.14990234375,3826.14990234375,56833
2021-09-29,3800.0,3930.0,3795.14990234375,3825.449951171875,3825.449951171875,66685
2021-09-30,3842.0,3855.0,3790.0,3825.550048828125,3825.550048828125,40787
2021-10-01,3800.0,3894.0,3782.10009765625,3849.89990234375,3849.89990234375,54531
2021-10-04,3805.0,3899.0,3750.89990234375,3832.5,3832.5,139263
2021-10-05,3830.550048828125,4040.0,3824.39990234375,3991.199951171875,3991.199951171875,186471
2021-10-06,4021.25,4065.0,3974.199951171875,4044.550048828125,4044.550048828125,121672
2021-10-07,4062.0,4180.0,3985.699951171875,4109.4501953125,4109.4501953125,143040
2021-10-08,4149.0,4149.0,4029.0,4058.199951171875,4058.199951171875,53761
2021-10-11,4070.0,4099.9501953125,4000.0,4008.0,4008.0,48106
2021-10-12,4000.0,4045.0,3951.0,3970.5,3970.5,45517
2021-10-13,3926.0,4035.89990234375,3926.0,4014.0,4014.0,56631
2021-10-14,4001.39990234375,4030.5,3960.0,3974.449951171875,3974.449951171875,39770
2021-10-18,4013.89990234375,4033.0,3950.0,3965.050048828125,3965.050048828125,51573
2021-10-19,3980.0,4032.0,3910.0,3934.550048828125,3934.550048828125,55683
2021-10-20,3953.550048828125,3960.949951171875,3766.0,3825.300048828125,3825.300048828125,59208
2021-10-21,3883.75,3883.75,3755.550048828125,3800.14990234375,3800.14990234375,43222
2021-10-22,3815.0,3851.0,3675.449951171875,3720.699951171875,3720.699951171875,42953
2021-10-25,3669.0,3719.89990234375,3411.10009765625,3551.39990234375,3551.39990234375,114334
2021-10-26,3551.39990234375,3800.0,3551.39990234375,3781.5,3781.5,62591
2021-10-27,3849.0,3849.0,3700.0,3750.449951171875,3750.449951171875,47816
2021-10-28,3750.39990234375,3770.0,3665.0,3672.85009765625,3672.85009765625,26827
2021-10-29,3670.0,3672.85009765625,3553.0,3604.5,3604.5,39570
2021-11-01,3640.050048828125,3673.0,3540.050048828125,3557.35009765625,3557.35009765625,50928
2021-11-02,3560.0,3675.0,3362.550048828125,3379.75,3379.75,181845
2021-11-03,3298.0,3374.0,3250.0,3325.39990234375,3325.39990234375,180843
2021-11-04,3364.35009765625,3394.949951171875,3258.89990234375,3376.550048828125,3376.550048828125,23682
2021-11-08,3400.0,3410.050048828125,3285.0,3290.449951171875,3290.449951171875,90569
2021-11-09,3300.0,3369.0,3292.0,3355.85009765625,3355.85009765625,60541
2021-11-10,3348.0,3355.800048828125,3305.0,3320.35009765625,3320.35009765625,43128
2021-11-11,3345.60009765625,3364.550048828125,3266.0,3269.449951171875,3269.449951171875,56743
2021-11-12,3297.10009765625,3332.949951171875,3274.89990234375,3284.199951171875,3284.199951171875,26748
2021-11-15,3309.0,3375.0,3264.0,3315.699951171875,3315.699951171875,60048
2021-11-16,3347.050048828125,3470.0,3320.0,3428.14990234375,3428.14990234375,70789
2021-11-17,3470.050048828125,3470.199951171875,3325.64990234375,3358.199951171875,3358.199951171875,48502
2021-11-18,3358.199951171875,3375.89990234375,3270.0,3276.14990234375,3276.14990234375,41460
2021-11-22,3305.050048828125,3305.10009765625,3149.0,3171.85009765625,3171.85009765625,73176
2021-11-23,3175.0,3255.64990234375,3101.10009765625,3239.64990234375,3239.64990234375,29939
2021-11-24,3300.0,3360.0,3240.0,3323.5,3323.5,30813
